,trial_id,mean_val_accuracy,conv1,conv2,dense_units,dropout_rate,learning_rate,batch_size
0,0080,0.9940000176429749,160,256,256,0.4,0.00039655628084811706,48
1,0175,0.9939166903495789,128,192,192,0.7000000000000001,0.000334067220168496,48
2,0084,0.9934999942779541,256,192,256,0.4,0.0002486232455031409,48
3,0168,0.9934166669845581,64,160,192,0.7000000000000001,0.0005063902324798416,48
4,0075,0.9932500123977661,128,192,256,0.6,0.00027191496988780196,48
5,0407,0.9932500123977661,192,128,192,0.5,0.0005077565598237462,48
6,0259,0.9931666851043701,160,192,224,0.8,0.0007467765358041775,48
7,0334,0.9931666851043701,160,224,224,0.6,0.00046933755927329213,48
8,0039,0.9930833578109741,256,224,192,0.30000000000000004,0.001036730293668521,48
9,0071,0.9930833578109741,128,192,256,0.6,0.00027191496988780196,48
10,0061,0.9929999709129333,256,192,224,0.2,0.0004048193028901496,48
11,0077,0.9929999709129333,256,192,256,0.4,0.0002486232455031409,48
12,0170,0.9929999709129333,128,192,192,0.7000000000000001,0.000334067220168496,48
13,0242,0.9929999709129333,160,224,192,0.2,0.00040581261930939416,48
14,0402,0.9929999709129333,256,64,160,0.30000000000000004,0.0006305597141836115,48
15,0072,0.9929166436195374,160,256,256,0.2,0.0006723416403768056,48
16,0127,0.9929166436195374,64,160,256,0.4,0.00036642169846069463,48
17,0263,0.9929166436195374,96,96,128,0.4,0.0009629240377974274,48
18,0220,0.9928333163261414,256,192,192,0.6,0.0009031111745904648,48
19,0089,0.9928333163261414,32,96,224,0.7000000000000001,0.0005582095371314753,48
20,0255,0.9928333163261414,160,192,224,0.8,0.0007467765358041775,48
21,0337,0.9928333163261414,160,224,224,0.6,0.00046933755927329213,48
22,0403,0.9928333163261414,256,64,160,0.30000000000000004,0.0006305597141836115,48
23,0451,0.9928333163261414,64,224,96,0.7000000000000001,0.0011485508809093417,48
24,0245,0.9927499890327454,160,224,192,0.2,0.00040581261930939416,48
25,0260,0.9927499890327454,64,128,224,0.7000000000000001,0.0007000914691723327,48
26,0404,0.9927499890327454,192,128,192,0.5,0.0005077565598237462,48
27,0036,0.9926666617393494,32,96,256,0.6,0.0007680320033499782,48
28,0083,0.9926666617393494,160,256,256,0.4,0.00039655628084811706,48
29,0151,0.9926666617393494,224,256,192,0.2,0.0005946728375728433,48
30,0172,0.9926666617393494,32,192,192,0.6,0.0007154844161693303,48
31,0315,0.9926666617393494,192,96,224,0.5,0.001668763294937981,48
32,0314,0.9926666617393494,32,160,160,0.6,0.0013257717103432026,48
33,0429,0.9926666617393494,224,256,128,0.4,0.0001722216800263972,48
34,0032,0.9925833344459534,224,192,160,0.30000000000000004,0.0010504922010059405,48
35,0038,0.9925833344459534,32,96,256,0.6,0.0007680320033499782,48
36,0066,0.9925833344459534,128,192,256,0.6,0.00027191496988780196,48
37,0150,0.9925833344459534,256,192,96,0.30000000000000004,0.0003609237611847573,48
38,0130,0.9925833344459534,64,160,256,0.4,0.00036642169846069463,48
